text,label,,,,,"0=negative, 1=neutral, 2=positive"
Kaffifyrirtækið Sjöstrand í sókn,1,,,,,
Caitlin Clark og Ísland veita innblástur,2,,,,,
Ísland er góður prófunarmarkaður,2,,,,,
Erfið byrjun íslensku strákanna á EM,0,,,,,
Öll steypan á Íslandi kom svo á óvart,1,,,,,
Sigur íslensku stúlknanna aldrei í hættu,2,,,,,
Ísland hélt sæti sínu í efstu deild,2,,,,,
Ísland lenti í 13. sæti,1,,,,,
Alvarlegt mál að beðið hafi verið um minnisblaðið,1,,,,,
Þjóðin njóti þegar hlutdeildar af afkomu veiða,2,,,,,
Tinna Sól elti drauminn til Barselóna,1,,,,,
Sveindís Jane með brotið hjarta,0,,,,,
Ursula von der Leyen á leið til landsins,1,,,,,
Kolbrún tilnefnd sem besti leikmaður mótsins,2,,,,,
„Það var tónlistin sem sameinaði okkur“,1,,,,,
Ísland lenti í fimmta sæti,1,,,,,
Mótmæla heimsókn von der Leyen,0,,,,,
Faðir Amöndu kominn með nóg: Valdi vitlaust landslið,0,,,,,
Dagný skaut á landsliðsþjálfarann,0,,,,,
„Alveg sama hvernig ég spila ef liðið nær ekki í úrslit“,0,,,,,
Glódís kallar eftir vitundarvakningu hjá þjóðinni,1,,,,,
Stjörnufans á Íslandi það sem af er ári,1,,,,,
„Ég er ótrúlega sár og svekkt“,0,,,,,
„Mér finnst óþarfi að tala um það í fjölmiðlum“,1,,,,,
„Við eigum eftir að sýna hvað í okkur býr“,1,,,,,
„Mig langar ekki að vera hrædd“,2,,,,,
Vildu spila fyrir stuðningsmennina og stoltið,1,,,,,
Forseti þingsins virkjar kjarnorkuákvæðið,1,,,,,
„Þú ert enginn Winston Churchill“,0,,,,,
Ísland sigrar á stærsta dansmóti heims,2,,,,,
Sigruðu Austurríki og mæta Portúgal,2,,,,,
Elín ólétt og ekki með á HM,1,,,,,
"Fréttaskýring: Bjórinn, hundarnir og grimmdin",0,,,,,
Rétt misstu af sæti í undanúrslitum,1,,,,,
Sigruðu Portúgal og mæta Eistlandi,2,,,,,
Reyndist Íslandi erfiður og semur við KA,0,,,,,
Umfang brotanna eigi sér einfaldlega ekki fordæmi,0,,,,,
Hart tekist á í þingsal: „Verið að klippa á lýðræðið“,0,,,,,
Telur ýjað að beitingu kjarnorkuákvæðisins,1,,,,,
Frábær sigur íslensku stelpnanna,2,,,,,
Kjarnorkuákvæðið ekki á dagskrá sem stendur,1,,,,,
Sakar ríkisstjórnina um að setja upp leikrit,0,,,,,
Valdarán varðar allt að lífstíðardómi,1,,,,,
Íslensku strákarnir hefja leik á laugardaginn,1,,,,,
Þjóðaröryggi ekki ógnað ef gjöldin standa í stað,1,,,,,
„Ég hef séð meiri stemningu í líkfylgd“,1,,,,,
Stundum þarf að peppa og stundum þarf að hugga,1,,,,,
Alls ekki óraunhæfar væntingar til liðsins,2,,,,,
„Við erum svo stolt af því að vera Íslendingar“,2,,,,,
„Auðvitað saknar maður vinnunnar eftir 30 ár“,1,,,,,
Tengdasonurinn missti traustið hjá landsliðsþjálfaranum,0,,,,,
Sviss skoraði í uppbótartíma og sendi Finna heim,1,,,,,
Þrjú íslensk mörk dugðu skammt í Thun,0,,,,,
Markamet hjá landsliðinu á EM,2,,,,,
Dagný jafnaði met Söru,1,,,,,
Guðrún um Íslendingana í stúkunni: Fæ gæsahúð,0,,,,,
Mun taka tíma að geta litið til baka á þetta mót,1,,,,,
Óvænt tap íslenska liðsins,0,,,,,
Spurt af hverju Ísland gangi lengra,1,,,,,
Velgengni hefur smitandi áhrif,2,,,,,
Þrír Íslendingar á meðal tíu efstu,1,,,,,
Landsliðskonur á lausu,1,,,,,
Viljum öryggi en ekki fjárfestingar,1,,,,,
Vistvænar samgöngur í og úr vinnu,1,,,,,
Formaðurinn tjáði sig um framtíð landsliðsþjálfarans,1,,,,,
Kjarnorkukafbátnum siglt inn Hvalfjörðinn,1,,,,,
Þorsteinn mjög ósáttur: „Nautheimsk spurning!“,0,,,,,
Stóðu í Dönum í Svartfjallalandi,1,,,,,
Íslensku stúlkurnar komnar í átta liða úrslit,1,,,,,
Yfir þúsund klukkustundir af raunveruleikaefni til landsins í sumar,1,,,,,
Gæfumunir Landsbjargar,2,,,,,
Ísland áfram í sextánda sætinu,1,,,,,
Ísland datt niður um níu sæti í dag,0,,,,,
Hefur synt 400 mílur við Íslandsstrendur,1,,,,,
Formaður KSÍ: Ég er bara eins og þú og allir aðrir,1,,,,,
Ísland einu sæti ofar en Ísrael,1,,,,,
„Við munum verja lýðveldið Ísland“,1,,,,,
Eyddu aðeins 20 þúsund á mánuði í mat,1,,,,,
Búið spil hjá Íslandi á Evrópumótinu,1,,,,,
Dagný: Finnst ég enn spræk,2,,,,,
Dansarar úr Reykjanesbæ heimsmeistarar,1,,,,,
„Hundleið á þessari tilfinningu“,0,,,,,
Cecilía: Þetta er mjög sárt,0,,,,,
Finnur fyrir anda Jónasar seint á kvöldin,1,,,,,
Landsliðsmaðurinn skaut rækilega á RÚV,0,,,,,
Karólína Lea: „Bara á TikTok eða eitthvað“,1,,,,,
Myndir: Hágrét þegar hún fékk dóttur sína í fangið,0,,,,,
Bandalagsríkin eru á réttri leið,2,,,,,
Sveindís mjög niðurlút í viðtali eftir leik,0,,,,,
Glódís í sárum: „Upplifi allar verstu tilfinningarnar“,0,,,,,
Instagram: Sjóðheit byrjun á júlí,1,,,,,
Mjög þung stemning inni í klefa eftir leik,0,,,,,
„Leikmenn voru í sárum“,0,,,,,
Sandra María: „Ég brast í grát“,0,,,,,
Allt að 50 nýir sjúkrabílar á næstu árum,1,,,,,
Óleysanlegt verkefni hjá kvennalandsliðinu?,1,,,,,
Hækkum í gleðinni á Egilsstöðum,2,,,,,
Þrír Íslendingar í liði mótsins,1,,,,,
Hrósaði fyrirliðanum sínum í hástert,2,,,,,
Laugavegurinn á ævintýralista The Guardian,1,,,,,
Hver er menntastefna íslenskra stjórnvalda?,1,,,,,
Sveindís opnaði sig um sambandið við kærastann,1,,,,,
Sú yngsta lætur landsliðsþjálfarann alveg í friði,1,,,,,
Tjáði sig um umræðuna á Íslandi: „Finnst þetta fyndið“,2,,,,,
Starfið undir hjá Þorsteini í kvöld?,1,,,,,
Stungu Kósovó af í síðari hálfleik,1,,,,,
Hringveginum lokað í báðar áttir,1,,,,,
Olíuverð lækkað þrátt fyrir átök,2,,,,,
„Núna er bara að anda ofan í maga og njóta“,2,,,,,
Foreldrarnir alltaf á nálum í stúkunni,1,,,,,
„Miklu skemmtilegra að vera leikmaður“,2,,,,,
Eftir öll þessi ár þá skuldar maður aðeins,1,,,,,
Tvær breytingar á liði Íslands,1,,,,,
Skaut fast á Aron Pálmarsson,1,,,,,
Þær norsku heppnar gegn Finnlandi,1,,,,,
Kærastinn ræddi fyrstu kynni sín af Sveindísi,1,,,,,
Enginn fastur svefntími frá því dóttirin var tveggja ára,1,,,,,
Mynd: Ísland snuðað um vítaspyrnu gegn Finnum?,1,,,,,
Glódís Perla mætti ekki á landsliðsæfingu,1,,,,,
Forsetinn afhenti gjöf til stelpnanna,2,,,,,
Vannýtt tækifæri í sölu á eldislaxi,1,,,,,
Sigur hjá stelpunum,2,,,,,
Bikarinn kemur til Íslands,2,,,,,
Gæsluvarðahald framlengt yfir frönsku konunni,1,,,,,
Íslensku strákarnir í úrslitaleikinn,1,,,,,
„Eitt flottasta snarl sem til er“,2,,,,,
Byggja í 20 borgum í Úkraínu,1,,,,,
Frá Klambratúni til Evrópu,1,,,,,
Ísraelar ekki brottrækir úr Eurovision,1,,,,,
Bein útsending frá Akureyri í dag,1,,,,,
Martröð í síðasta leikhluta,0,,,,,
Naumt tap í úrslitaleiknum,0,,,,,
Landsliðskonurnar fengu góða gjöf,2,,,,,
Mikil óvissa með þátttöku Glódísar Perlu,1,,,,,
„Við erum með bakið upp við vegg“,1,,,,,
Yfirburðasigur Íslands,1,,,,,
Þjálfari Sviss: Þetta verður stríð,1,,,,,
Landsliðskonan fær mikla hjálp frá föður sínum,1,,,,,
Draumur að sjá fyrirmyndir á stórmóti,2,,,,,
Forsetinn vék sér fimlega undan spurningu blaðamanns,1,,,,,
Fyrsta byrjunarlið Íslands á EM,1,,,,,
Föður Ingibjargar leið illa þegar hann fékk fréttirnar,0,,,,,
Sjónvarpsstjarna Rúv fékk búninginn hennar Glódísar,1,,,,,
Nágrannaríki fara allt aðra leið en Ísland,1,,,,,
Alþingismaðurinn sá síðasti til þess að veita ráðleggingar,1,,,,,
Móðir Glódísar: „Ég er alltaf kvíðin og stressuð“,0,,,,,
Regluverkið hannað fyrir stærra umhverfi,1,,,,,
Allt fór á versta veg í fyrsta leik Íslands,0,,,,,
Hálf öld á sjó og komið gott,1,,,,,
Fríverslunarsamningur við Mercosur-ríkin í höfn,1,,,,,
Markmiðið enn þá að komast upp,1,,,,,
Við elskum pressu,1,,,,,
Noregur sneri leiknum við á fjórum mínútum,1,,,,,
Óskýr menntastefna Íslands,0,,,,,
„Hvort viltu vera kúkur eða hafmeyja?“,1,,,,,
Rétt verðstýring á gistimarkaði hækkar meðalverð og eykur nýtingu,2,,,,,
Mörkin sem næsti mótherji Íslands fékk á sig (myndskeið),1,,,,,
Aftur á móti með fjórar sýningar í sumar,1,,,,,
Þjálfari Finna hrósaði Sveindísi í hástert,2,,,,,
Stórsigur hjá íslensku strákunum,2,,,,,
Reynslunni ríkari frá síðasta Evrópumóti,2,,,,,
Glódís Perla var fljót til svars: „Já“,2,,,,,
Syninum fannst Ísland kalt og ónotalegt,0,,,,,
Þorsteinn svaraði Finnanum: Sálfræði á bakvið þetta,1,,,,,
Áhersla á jafnrétti lykillinn að velsældarríki,1,,,,,
Sakaður um að neita að gefa upp stofnstærð,0,,,,,
Finnar missa reyndan leikmann fyrir Íslandsleikinn,1,,,,,
Karólína reynir að fá Gylfa Þór lausan,1,,,,,
„Tvöfalt meira fjör ef eitthvað er“,2,,,,,
Óttast að handvelja þurfi sjúklinga í lyfjameðferð,0,,,,,
EM Ísblóm til heiðurs Stelpunum okkar,1,,,,,
Ísland hefur leik á Evrópumótinu í dag,1,,,,,
United-maðurinn æfði í íslensku landsliðstreyjunni,1,,,,,
Aukin varnarútgjöld glæða markaðinn,2,,,,,
Ísland í undanúrslit,1,,,,,
Skellihló að spurningunni: „Ætla ekki að segja þér það!“,1,,,,,
Glódís nýtur sín í botn sveitasælunni,2,,,,,
Keypti fellihýsi og ætlar að ferðast um Ísland í sumar,1,,,,,
Væta í flestum landshlutum,1,,,,,
Raunhagkerfið stendur vel,2,,,,,
Haldið upp á fjórða júlí í Reykjavík,1,,,,,
Ást hefur áhrif á hamingju fólks,1,,,,,
„Með því fallegra sem maður hefur séð á ævinni“,2,,,,,
„Geðveikt að fá að gera þetta með henni“,0,,,,,
Hefði ekki getað ímyndað sér þetta þegar hún var pínulítil,1,,,,,
„Arnar Laufdal er kóngurinn“,2,,,,,
Hinrik ætlar sér að vinna gullið í Bocuse d´Or,2,,,,,
Sterkur sigur drengjanna,2,,,,,
Lilja Sif krýnd Miss Supranational 2025,1,,,,,
Annað stórt högg fyrir mótherja Íslands,2,,,,,
Fékk erfiða spurningu á æfingasvæðinu,0,,,,,
Hækkum í gleðinni á Akureyri,2,,,,,
„Ég veit að það er klisjukennt að segja það“,0,,,,,
Sterkur sigur Íslands gegn Póllandi,2,,,,,
Miklu skemmtilegra markmið en á síðasta móti,2,,,,,
Hefur fulla trú á góðri byrjun Íslands,2,,,,,
Tel að Ísland geti unnið riðilinn á EM,2,,,,,
Veiðigjöld auka ekki útsvarstekjur,0,,,,,
„Neikvæðar afleiðingar fyrir íslensk heimili“,0,,,,,
OECD bendir á flókið regluverk á Íslandi,1,,,,,
Farinn frá Blikum,1,,,,,
Úrkoma fram undan en sólarglæta í kortunum,1,,,,,
Langtímalausnin felst í tveggja ríkja lausn,1,,,,,
Einn sigur og eitt tap hjá íslensku drengjunum,1,,,,,
Innköllun vegna glerbrots í vínflösku,1,,,,,
Farandbakari á vaktinni í Bernhöftsbakarí,1,,,,,
Svekkjandi tap íslensku strákanna,0,,,,,
Sannfærandi sigur á Serbum,2,,,,,
„Spennt að taka til í rústunum“,1,,,,,
Verið að „slátra“ 60 ára gömlu fyrirtæki,0,,,,,
Keppandi í Love Island á íslenska stjúpsystur,1,,,,,
"Eiga enga sök, en bera allan skaðann",0,,,,,
Frábær sigur stelpnanna á Svíþjóð,2,,,,,
Skaðinn er skeður á Patreksfirði,0,,,,,
Tvö prósent líkur á að Ísland vinni EM,0,,,,,
„Hafró og Fiskistofa hysji upp um sig“,0,,,,,
"Útlönd, bara án vegabréfsins: „Topp fimm í heiminum“",1,,,,,
Gerið ráðstafanir til að vera laus,1,,,,,
Ár umbreytinga hjá 66°Norður,1,,,,,
Bláfugl fær 126 milljóna sekt,1,,,,,
Megum ekki gera þetta að kistu,0,,,,,
Umsóknum um vegabréfsáritanir fjölgar,1,,,,,
Trump „sterkur og áhrifaríkur karakter“,1,,,,,
Sögulegur samningur undirritaður,2,,,,,
Veita 150 milljóna viðbótarframlag til UNRWA,1,,,,,
Ísland vann og spilar um Forsetabikarinn,2,,,,,
Léleg staða menntakerfisins skaðar framleiðni,0,,,,,
Framboð raforku annar ekki eftirspurn,0,,,,,
Peningarnir fara ekki inn á erlendan bankareikning,1,,,,,
156% hækkun á verðlaunafénu á EM,1,,,,,
Gestgjafarnir unnu síðasta leik sinn fyrir EM – Noregur tapaði,1,,,,,
Telur samræmt námsmat nauðsynlegt,1,,,,,
„Við getum unnið öll lið“,2,,,,,
Mótherjar Íslands töpuðu naumlega,0,,,,,
Eftirlíkingar algengar í íslenskum skartgripaheimi,0,,,,,
NATO stendur sterkara eftir,2,,,,,
Bandarískur áhrifavaldur hélt íslenskt brúðkaup,1,,,,,
Gleðin tekur yfir Borgarbyggð um helgina,2,,,,,
Verðmætin sem virðast leynast í Kviku,1,,,,,
Alþjóðlegir frumkvöðlar verðlaunaðir á Íslandi,1,,,,,
Gísli valinn í úrvalslið Evrópu,1,,,,,
Söguleg ákvörðun í Haag: Stórauka útgjöld,1,,,,,
Væri gríðarlega dýrt og þjónaði litlu gagni,0,,,,,
Sveindís: „Ætlum hamingjusamar á EM“,2,,,,,
Kristrún ræddi við Trump: Hvatti til vopnahlés,1,,,,,
Ísland tapaði fyrir Finnlandi,0,,,,,
Irma sló Íslandsmetið í Maribor,1,,,,,
„Þarft að vera smá klikkaður“,1,,,,,
Þorvaldur: „Hún mun gjósa“,1,,,,,
Erna sigraði í Slóveníu,2,,,,,
Erlendir þjóðarleiðtogar þakklátir Íslandi,2,,,,,
„Rétti tímapunkturinn til þess að fara“,1,,,,,
17 ára sló Íslandsmetið og sigraði í Slóveníu,2,,,,,
Glæsilegur sigur Íslands í Slóveníu,2,,,,,
Umdeild byggingaráform Bláskógarbyggðar,1,,,,,
Sagði Trump heillandi: Svandís er ósammála,1,,,,,
Vara við hækkun raforkuverðs,1,,,,,
Lokun hefði áhrif á Ísland,1,,,,,
Instagram: Hitinn fór yfir hættumörk,0,,,,,
Ísland gjörsigraði Mexíkó,2,,,,,
Færri ferðamenn en meiri tekjur,1,,,,,
Reykjavíkurfundur um sprengjuleit í Úkraínu,1,,,,,
Hvalina mun reka inn á borð sveitarfélaga,1,,,,,
Magnaður sigur Færeyinga,2,,,,,
„Heimurinn þarf á því að halda sem aldrei fyrr“,1,,,,,
Ísland hefur keppni í Slóveníu í dag,1,,,,,
Strákarnir unnu með 20 marka mun,2,,,,,
Herða skuli eftirlit með dýrafóðri,1,,,,,
Fáum vonandi svona aðstöðu einn daginn,1,,,,,
Ísland með góða forystu í Slóveníu,2,,,,,
Andrea sló Íslandsmetið í Slóveníu,1,,,,,
Þrír sigrar í viðbót og Ísland að stinga af,2,,,,,
Heitustu Íslendingarnir um þessar mundir,1,,,,,
Ísland hafi burði til að stofna her,1,,,,,
Þetta skók okkur rétt fyrir EM,1,,,,,
Senda þjóðinni skilaboð um varnarmál,1,,,,,
Tilfinning lögreglu að fylgst sé með póstsendingum,0,,,,,
Ætla að bera bækurnar úr turninum,1,,,,,
Sá draug á Siglufirði,0,,,,,
Ný aðferð við tóbakssöluna,1,,,,,
Gætum séð raunveruleg áhrif eftir 5-10 ár,1,,,,,
Ísland leiðir stofnun nýs sérstaks dómstóls,2,,,,,
„Íran er ógn“,0,,,,,
Innritun stærsta árgangs sögunnar,1,,,,,
„Ríki og leiðtogar gerðir ábyrgir“,1,,,,,
Ísland tekur þátt í aðgerðum gegn skuggaflota Rússa,1,,,,,
Ísland tapaði í Ungverjalandi,0,,,,,
Menntun og geðheilbrigði úkraínskra barna í forgrunni,1,,,,,
Auðlindagjöld ekki rædd við fulltrúa sveitarfélaga,0,,,,,
Ísland slegist um efsta sæti í verðlagi í áraraðir,1,,,,,
Viðskiptavinir færri á nýjum stað,0,,,,,
Ísland vann en komst ekki áfram,1,,,,,
"Elta ekki nornir, heldur dýrlinga",1,,,,,
Rafmyntir ryðja sér til rúms í greiðslumiðlun,1,,,,,
Árásin mikið áhyggjuefni,0,,,,,
44 milljarðar eftir í landinu,1,,,,,
„Þú verður að byrja að skríða áður en þú byrjar að hlaupa“,1,,,,,
Samkeppnishæfni Íslands eykst milli ára,2,,,,,
„Á Íslandi eru allir steyptir í sama mót“,1,,,,,
Tap í fyrsta leik íslensku strákanna,0,,,,,
Rúnar verður eftirlitsmaður á EM,1,,,,,
Varaþingmaður hneykslaður á „skrílslátum“ á 17. júní,0,,,,,
Fór hamförum í sigri Færeyja,0,,,,,
Minnst fjórir Íslendingar í Ísrael og níu í Íran,1,,,,,
Kosningaréttur kvenna 110 ára í dag,2,,,,,
Ungir frumkvöðlar heiðraðir í Hörpu,2,,,,,
Borgin heldur kvenréttindadaginn hátíðlegan,2,,,,,
Skoraði 17 mörk í jafntefli gegn Færeyjum,2,,,,,
Hefja samstarf gegn skipulagðri brotastarfsemi,1,,,,,
Þörungabrauð og -bollakökur,1,,,,,
Skíthræddur fyrst þegar háhyrningar umkringdu hann,0,,,,,
Úr brjóstagjafabol í ammóníak,1,,,,,
ESA skoðar tóbakssölu ÁTVR,1,,,,,
Rúmenía komin áfram í riðli Íslands,1,,,,,
Ísland vann silfur á NM – Kolbrún í úrvalsliðinu,2,,,,,
Segir margborga sig að fjárfesta í vegum,2,,,,,
Meiðslin breyttu öllu,1,,,,,
Lýsa efasemdum um ráðgjöf Hafró,1,,,,,
Myndir: Mótmæltu hælisleitendastefnu stjórnvalda,1,,,,,
Baðlón við Holtsós í skipulagsferli,1,,,,,
Sigruðu Færeyinga í Lúxemborg,2,,,,,
„Þetta er gæðastimpill og ótrúlega dýrmæt reynsla“,2,,,,,
Fáheyrður þingfundur á sunnudegi,1,,,,,
Fríhöfnin eins og „sovésk verslun“,1,,,,,
Ferðuðust frá Brasilíu í Úlfarsárdalinn,1,,,,,
Um hvað snýst þessi bókun 35?,1,,,,,
Kynntust í áttunda bekk og eiga nú saman fyrirtæki,1,,,,,
Niðurstöður liggja fyrir um þjóðina,1,,,,,
Stjórnvöld beri ábyrgð á færri nýskráningum rafbíla,0,,,,,
Kynnast „litlu Köben“,1,,,,,
„Mette-Marit óskaði eftir því að tala við mig“,1,,,,,
Íkornarnir voru íslenskir,1,,,,,
Flugurnar verða að vera sexí og fallegar,1,,,,,
„Fyrst og fremst stolt af þjóðinni minni“,2,,,,,
„Veröldin er svo sannarlega ekki fullkomin“,0,,,,,
Órói í samfélaginu og gildum ógnað,0,,,,,
Ísland efst á lista yfir jafnrétti kynjanna,1,,,,,
Óvenju heitur straumur fyrir norðan,1,,,,,
Snorri hnýtir í stöllurnar í Komið gott,1,,,,,
„Ísland gaf okkur mjög mikið“,2,,,,,
Naloxone í öll fangelsi landsins,1,,,,,
Verkefni að vinna,1,,,,,
Fylla á í Færeyjum því Ísland er of dýrt,1,,,,,
Þorsteinn tilkynnti lokahópinn fyrir EM,1,,,,,
Jöklar bráðnuðu hraðar í maí,1,,,,,
Innkalla skinkusalat,1,,,,,
Segir ræðu ráðherra stefnumarkandi,1,,,,,
„Hoppuðu hæð sína af kæti“,2,,,,,
Afmælisveisla Karls Bretakonungs á Íslandi,1,,,,,
Trúi því að júlí verði okkur fengsæll,2,,,,,
"Amaroq sækir 7,6 milljarða og ný leyfi",1,,,,,
Svona hljómar íslenska sumarið,1,,,,,
Tap í spennuleik gegn Færeyingum,0,,,,,
Sigur í spennuleik í Lúxemborg,2,,,,,
Giftust í óveðri á Ísafirði í júlí,1,,,,,
Mörg fyrirtæki sýna Japan áhuga,2,,,,,
Fjórar kynslóðir á YouTube,1,,,,,
Hnattræn hlýnun jók líkur og hlýindi hitabylgju,1,,,,,
Myndir: Gríman afhent,1,,,,,
EM-hópurinn kynntur á föstudag,1,,,,,
Opið fyrir hryðjuverkamenn og smyglara,0,,,,,
Stórafmæli en fjöldi áskorana fram undan,1,,,,,
Guðrún: „Hingað og ekki lengra“,1,,,,,
Ólust upp við ótta og öryggisleysi,0,,,,,
Ekki tími fyrir tafaleiki stjórnarandstöðunnar,1,,,,,
Ríkisstjórn Kristrúnar sameini ekki þjóðina,0,,,,,
Sæmdur breskri heiðursorðu,2,,,,,
Íslensk fjögurra barna móðir ákvað að taka hlutina í eigin hendur,1,,,,,
Meginstarfsemi Play til Möltu og Litáen,1,,,,,
Eins og sumir væru sprautaðir með kæruleysislyfi,0,,,,,
Ragnar hlaut heiðursviðurkenningu,1,,,,,
Ísland niður um eitt sæti,0,,,,,
Leiksigur ársins,2,,,,,
Ein mesta kynningin á Íslandi,2,,,,,
Varaði starfsfólk sundlaugarinnar við syni sínum,0,,,,,
Hægt að skipta landinu í verðsvæði,1,,,,,
Íslensk sendinefnd á WorldPride í Washington,1,,,,,
Svipmynd: Krefjandi verkefni er besti skólinn,2,,,,,
Bók um Vigdísi vakti athygli í Tókýó,1,,,,,
Ísland tapaði fyrir Ísrael,0,,,,,
Þögul ganga til áminningar um Gasa,1,,,,,
Svona líturðu best út á ferðalaginu,2,,,,,
„Þið eruð fólkið á Íslandi“,1,,,,,
Þriggja marka tap í lokaleiknum,0,,,,,
Kári fór á kostum í Álaborg,2,,,,,
Kólumbía reyndist Íslandi erfið,0,,,,,
Landsliðsmenn hressir á síðustu æfingunni,2,,,,,
Mótherjar Íslands óákveðnir,1,,,,,
Rokkað undir rústunum,1,,,,,
Allar helstu partídísir þessa lands undir sama þaki,1,,,,,
Ísland nýtti ekki liðsmuninn í Belfast,1,,,,,
Þessi hlutu Grímuna í ár,1,,,,,
Aðskilin frá móður sinni í tvö ár: „Góða nótt“,2,,,,,
Varnartengd útgjöld aukin hægt,1,,,,,
Kjartan Ragnarsson hlaut heiðursverðlaun Grímunnar,2,,,,,
Hiti nái líklega yfir 30 gráður á sumum stöðum,1,,,,,
Boða til annarra mótmæla á Austurvelli,1,,,,,
Héldu markinu hreinu gegn Brasilíu,2,,,,,
Gengur lengra norður en áður,1,,,,,
FÍB kvartar til Samkeppniseftirlitsins,0,,,,,
Aukin eftirspurn eftir því að lána,1,,,,,
Útnefnd verðmætasti fagaðilinn hjá Microsoft,2,,,,,
Sara dró Norður-Írland handa Íslandi,1,,,,,
Gætti ekki að sér og varð valdur að banaslysi,0,,,,,
Þorsteinn um Norður-Írland: Góður dráttur,2,,,,,
Áhersla á bókun 35 vekur upp spurningar,1,,,,,
Öruggur sigur Lúxemborg gegn Íslandi,2,,,,,
Stóriðja aftur „kúl“,1,,,,,
Glæsilegur sigur Íslands í Glasgow,2,,,,,
Sætur sigur á Skotum (myndir),2,,,,,
Mjög hagstæð niðurstaða,2,,,,,
"Svitnað, sungið og grátið í svetti",1,,,,,
Þorgerður farin að finna til þreytu?,1,,,,,
Það andaði ró- og góðsemd af sviðinu,0,,,,,
Fögnuðu sigrinum í Falkirk (myndskeið),1,,,,,
Abler þjónustar bresk risafélög,1,,,,,
Tap gegn Frakklandi og Ísland í umspil,0,,,,,
Noregur lagði Sviss,1,,,,,
„Auðvitað viljum við vinna fótboltaleiki“,1,,,,,
Völlurinn var geggjaður,0,,,,,
Ætlum okkur sigra á EM,2,,,,,
Fengu samt ekki eitt einasta gula spjald,1,,,,,
Við tökum þær bara á EM,1,,,,,
Ótrúlega spenntar fyrir EM,2,,,,,
Hvað skýrir gríðarlega hækkun á súkkulaðiafurðum?,1,,,,,
„Þetta á náttúrulega ekki að gerast“,1,,,,,
Göngum lengst Norðurlanda í uppsagnarvernd,1,,,,,
Franskt þyrlumóðurskip á Íslandi,1,,,,,
Tómlegar hillur í nýju fríhöfninni,1,,,,,
Ástæða til að hafa áhyggjur?,0,,,,,
Gæti orðið skylda að taka við reiðufé,1,,,,,
Jóhann Berg ekki með gegn Skotum,1,,,,,
Valur fær efnilegan leikmann KA,2,,,,,
VÆB-bræður fengu sér táknrænt táttú,1,,,,,
Útgjöld til hernaðar- og varnarmála aukast um allan heim,1,,,,,
Hildur Guðnadóttir valinn hátíðarlistamaður,1,,,,,
Meira en 60% telja of marga fá hér hæli,0,,,,,
Einhvern skítakulda á Íslandi,1,,,,,
„Náttúran er uppspretta ævintýra“,2,,,,,
Sævar kallaður í landsliðshópinn,1,,,,,
KA situr hjá í fyrstu umferðinni,0,,,,,
„Ekkert hrun að eiga sér stað“ - Gistinóttum fjölgar,2,,,,,
Hornspyrnumarkið var ekki nóg,0,,,,,
Nýi Laugardalsvöllurinn upp á tíu,1,,,,,
Þurfum að elska íslenskt veður,1,,,,,
„Hvers vegna kýs íslensk ríkisstjórn að þegja?“,1,,,,,
Háleitt markmið að vinna Frakkland,1,,,,,
Ísland skrifaði ekki undir ákall til MDE,1,,,,,
Ísland mætir Danmörku í september,1,,,,,
Þær nenna ekkert að spila í þessu veðri,0,,,,,
Maímánuðurinn sló öll hitamet,1,,,,,
Gísli Matt: „Langar að klára þetta vel og fallega“,2,,,,,
Hákon íhugar stöðu sína,1,,,,,
Grímur: Þolinmæðin virðist hafa minnkað,1,,,,,
„Ég held að þetta hafi gert okkur að miklu sterkara pari“,2,,,,,
Lögreglan lokaði götum fyrir æsta aðdáendur Birnis,1,,,,,
Tap í síðasta leik í Andorra,0,,,,,
Fyrstu verðlaunin í tennis,1,,,,,
Eykur skilning á sérstöðu Íslands,1,,,,,
Ísland vann Georgíu í spennuleik,2,,,,,
Jafnt hjá Íslandi í Þrándheimi,1,,,,,
Erfitt hjá Elísabetu gegn heimsmeisturunum,0,,,,,
Svekkjandi að fá bara eitt stig,0,,,,,
„Í rauninni töpuðum við tveimur stigum“,0,,,,,
Reglur Hafró lykill að sjálfbærni,1,,,,,
Vonarstjörnur þjóðarinnar,2,,,,,
Vegagerðin á ekki að sinna álestri,1,,,,,
Ryskingar milli mótmælenda (Myndskeið),1,,,,,
Ísland endaði með 26 gullverðlaun,1,,,,,
Það sem kemur ferðamönnum helst á óvart við Ísland,1,,,,,
Íslandi fagnað í Osaka,2,,,,,
Stóriðja sem stoð grænnar orku,1,,,,,
Gunnar Björnsson hættir sem forseti skáksambandsins,1,,,,,
Austurríki hafði betur í Digranesi,2,,,,,
Vel á annan tug milljarða í aukinn kostnað,2,,,,,
Fyrir land og þjóð,1,,,,,
Silfur í liðakeppni kvenna,1,,,,,
Fanndís kemur inn í landsliðshópinn,1,,,,,
166 milljónir horfðu á keppnina,1,,,,,
Heimsóttu Úkraínu og undirstrika stuðning Íslands,1,,,,,
Börn tilnefna besta menningarefnið,2,,,,,
Segir kröfu um íslenskukunnáttu raunhæfa,1,,,,,
Heimsótti bakarasýninguna í Düsseldorf,1,,,,,
Halla skorar á konur í Japan,2,,,,,
Góð teikn á lofti en menn eru hikandi,1,,,,,
Tvöfaldur íslenskur sigur í skotfimi (myndskeið),2,,,,,
Áslaug jafnaði seint gegn Skotum,1,,,,,
