text,label,,,,,"0=negative, 1=neutral, 2=positive"
Framtíðar­skipu­lag Íslands,1,,,,,
„Verður eitt­hvað stór­kost­legt“,2,,,,,
Vill mat á hvort aðrir eigi að bera hluta kostnaðar,1,,,,,
Haus­verk­ur sem fylg­ir því að velja landsliðshóp­inn,0,,,,,
Mik­il já­kvæðni í okk­ar leik,2,,,,,
Heim­sækja heims- og Evr­ópu­meist­ar­ana fyrst,1,,,,,
"„Nei, við átt­um sko alls ekki von á þessu“",0,,,,,
Grá­sleppu­veiðar halda vott­un í bili,1,,,,,
Helga ljós­móðir vann þrek­virki,2,,,,,
Bumbu­búi sem var mjög vel­kom­inn,2,,,,,
Tryggja þarf sam­keppn­is­hæfni ferðaþjón­ust­unn­ar,1,,,,,
"„Bygg­ir bragðteg­und­ir, ekki brýr“ – Úr verk­fræði yfir í eld­hús",1,,,,,
Ber­serk­ir unnu LEGO-keppni grunn­skóla,2,,,,,
Náðu 700 skrán­ing­um í tæka tíð,2,,,,,
Ung­frú Ísland dreg­ur sig úr keppni,0,,,,,
Þurf­um bara að vinna leik­inn,1,,,,,
Seg­ir að ekki eigi að ótt­ast gervi­greind í skól­um,2,,,,,
Regína Ósk gerði allt vit­laust í fyrstu til­raun,0,,,,,
„Þú þarft bara að byrja“,1,,,,,
„Ævin­týra­leg viður­kenn­ing“ Tolla,1,,,,,
Ráðherra hvergi bang­inn og með „góð tök“ á mál­inu,2,,,,,
Fjand­sam­legt er­lendri fjár­fest­ingu,0,,,,,
Græn­land íhug­ar breyt­ing­ar: Gerði Ísland mis­tök?,1,,,,,
Setja galeiðuna á flot,1,,,,,
Vildi sýna hvernig ætti að byggja,1,,,,,
Rétt­ur ís­lenskra borg­ara tryggður,2,,,,,
Ótt­ast ekki tíð þjálf­ara­skipti á Hlíðar­enda,1,,,,,
Arn­ar til­kynnti hóp­inn fyr­ir HM,1,,,,,
Ísland styrk­ir end­ur­hæf­ingu Úkraínu­manna,2,,,,,
Kall­ar á meira alþjóðlegt sam­starf – ekki minna,1,,,,,
Hörður gef­ur okk­ur aukið jafn­vægi,2,,,,,
Botn­fisk­veiðar end­ur­vottaðar,1,,,,,
Ísland lýk­ur setu í fram­kvæmda­stjórn UNESCO,1,,,,,
"ESA eða EFTA-dóm­stóll­inn, Björn?",1,,,,,
At­vinnu­lífið er ís­lensk­unni verst,0,,,,,
Ísland í sann­kölluðum dauðariðli,0,,,,,
Gugga í gúmmíbát: „Ég er kom­in til að vera“,1,,,,,
Regína slær í gegn með óvænt­um samruna,1,,,,,
Hef­ur sinnt krís­um í 40 ár,1,,,,,
„Hann átti stór­kost­leg­an leik“,2,,,,,
Af hverju vilj­um við efla hluta­bréfa­markaðinn?,1,,,,,
„Held­ur þú að mér finn­ist gam­an að selja pill­ur úr skott­inu á bíln­um mín­um?“,1,,,,,
Hvernig kemst kvenna­landsliðið á HM?,1,,,,,
Arn­ar ger­ir tvær breyt­ing­ar – Jó­hann Berg snýr aft­ur,1,,,,,
Arn­ar ræddi sam­skipti sín við Jó­hann Berg,1,,,,,
Geta lagað sig að hvaða aðstæðum sem er,2,,,,,
Saga Nýja Íslands mik­il­væg í Kan­ada,2,,,,,
Al­freð hissa á ís­lenska liðinu,2,,,,,
Þegar húsið brenn­ur er betra að standa fyr­ir utan,1,,,,,
Heils­árs­dekk ekki alltaf hent­ug í ís­lensku vetr­ar­færi,0,,,,,
Stríðið í Súd­an birt­ing­ar­mynd skeyt­ing­ar­leys­is,0,,,,,
„Hún var lúmsk og bauð mér í göngu­túr“,0,,,,,
„Aðför að rekstri bíla­leiga í land­inu“,0,,,,,
Fór en var samt um kyrrt,1,,,,,
Elín Katla setti þrjú Íslands­met,1,,,,,
Íslensk­ur meist­ari núm­er eitt í klúbbn­um,2,,,,,
Íslenska landsliðið svaraði fyr­ir sig,2,,,,,
Orku­skipti og gervi­greind,1,,,,,
In­sta­gram: Arna og Jac­ko ást­fang­in í tvö ár,1,,,,,
„Gjaf­irn­ar gera hlut­ina vissu­lega miklu betri“,2,,,,,
„Næst­um því ómögu­legt að kaupa fast­eign í dag“,0,,,,,
„Ísland í hnot­skurn“,1,,,,,
„Heyrði Steina kalla nafnið mitt“,1,,,,,
„Thelma er ennþá bara barn“,0,,,,,
Skítt að geta ekki notað völl­inn,0,,,,,
Þetta var al­gjör draum­ur,2,,,,,
Eitt af því sem ég er stolt­ust af,2,,,,,
Þurfa ein­fald­an og skýr­an ramma,1,,,,,
Ný­sköp­un­arþingið fer fram í dag,1,,,,,
Miss­ir af leikn­um við Ísland – misst rúm fjög­ur kíló,0,,,,,
Ekki ein­hug­ur um grá­slepp­una,1,,,,,
Lið Íslands klárt – eng­inn Björg­vin Páll,1,,,,,
Ísland fékk stór­an skell í Þýskalandi,0,,,,,
Mummi flokk­ar fræga fólkið í þrjá hópa – „… og svo rusl­flokk“,0,,,,,
Ísland í þriðja flokki,1,,,,,
Andri Már leys­ir meidd­an Hauk af hólmi,1,,,,,
Gallað frum­varp um vega­bréfa­árit­an­ir,0,,,,,
Eft­ir­sótt­ur Gísli samdi á Akra­nesi,1,,,,,
„Líkt og hann sé að falla á mann“,1,,,,,
Grunaðir um að selja fjölda ung­menna fölsuð skil­ríki,0,,,,,
Að rækta kær­leik­ann,2,,,,,
Sölvi Tryggva ást­fang­inn í Suður-Afr­íku eft­ir enn eina skilnaðar­stund,1,,,,,
Þurf­um að vera þol­in­móðar,1,,,,,
Ísland mætt á Evr­ópu­mótið í kokteil­agerð,1,,,,,
Á ekki von á stór­vægi­leg­um breyt­ing­um,1,,,,,
Árni Páll end­ur­skipaður í yf­ir­stjórn ESA,1,,,,,
Rúss­ar búa sig und­ir átök á norður­slóðum,1,,,,,
Eig­um okk­ur all­ar risa­draum,2,,,,,
Mesti heiður sem þjóð verður sýnd­ur,2,,,,,
Grét­ar Örvars­son á grænni grein,1,,,,,
Stöðufund­ur á Laug­ar­dals­velli 10.30,1,,,,,
Mik­il­vægt að mæta með rétt hug­ar­far,1,,,,,
Rök stjórn­valda um sam­ein­ing­ar halda ekki vatni,0,,,,,
Viðreisn hef­ur ekki áhuga á lands­byggðinni,0,,,,,
Slæm­ar frétt­ir eða tæki­færi til úr­bóta?,1,,,,,
Staðan sjald­an verið betri,0,,,,,
Norður­ljósa­dans eft­ir metsnjó­komu,1,,,,,
Gam­an að taka þátt í sókn­ar­leikn­um,2,,,,,
Ísland á æf­inga­mót í Frakklandi,1,,,,,
Byrj­un­arlið Íslands óbreytt,1,,,,,
Sann­fær­andi sig­ur og Ísland áfram í A-deild,2,,,,,
Ísland gengið lengst við veit­ingu dval­ar­leyfa,0,,,,,
Fór úr hæl­un­um fyr­ir heims­fræga stjörnu: „Ég elska Ísland“,2,,,,,
Byrjuðu í gúmmíbát­um,1,,,,,
"Geim­ur­inn, gervi­hnett­irn­ir og Gyllta hvelf­ing­in",1,,,,,
"„Þegar gerð eru mis­tök, leiðrétt­ir maður þau“",1,,,,,
Virðið í vatn­inu,0,,,,,
Seg­ir Jap­ani líta til Íslands í jafn­rétt­is­mál­um,1,,,,,
Gjalda­breyt­ing­ar gegn orku­skipta­mark­miðum,1,,,,,
Íslensk­ur glímu­kóng­ur lagði alla,2,,,,,
Millj­ón viðskipta­vin­ir,2,,,,,
Nægi­lega öfl­ugt til að fara á markað,2,,,,,
Landsliðskon­an á von á sín fyrsta barni,2,,,,,
Allt komið upp á borðið,1,,,,,
Ísland er ekki í skjóli,0,,,,,
Neita hjúkr­un­ar­fræðingi um rík­is­borg­ara­rétt,0,,,,,
„Maður verður að reyna“,1,,,,,
„Bolt­inn fór fljótt að rúlla á ný“,1,,,,,
„Nýju Air­bus-vél­arn­ar opna tæki­færi til þess að bæta við spenn­andi áfanga­stöðum“,2,,,,,
Þrenna Al­ex­and­ers í mögnuðum sigri Íslands,2,,,,,
Deild­ar mein­ing­ar um framtíð grá­sleppu­veiða,1,,,,,
Vill breyta greiðslu­mati vegna fast­eigna,1,,,,,
Gervi­greind­in að taka ver­in yfir,1,,,,,
Lovísa Rós er Ung­frú Ísland Teen,1,,,,,
Þekkt­ur leik­ari í nýrri her­ferð Íslands­stofu,1,,,,,
Meng­un­ar­reglu­gerð til end­ur­skoðunar,1,,,,,
Íslands­vin­kona í nýrri Chat­G­PT-her­ferð,1,,,,,
Samn­ing­ur í höfn á milli Íslands og Nýja-Sjá­lands,1,,,,,
Kol­efn­is­skatt­ur­inn út í heim og aft­ur heim til Íslands,1,,,,,
Peder­sen áfram með ís­lenska landsliðið,1,,,,,
„Kom­inn tími til að þing­heim­ur all­ur girði sig í brók“,1,,,,,
Fyrr­um feg­urðardrottn­ing á von á öðru barni,1,,,,,
Moskítóflug­ur á Íslandi í er­lend­um miðlum,1,,,,,
Bubbi Mort­hens meðal þeirra sem styðja lyft­u­sjóðinn,1,,,,,
Sím­inn ger­ir um­tals­verðar breyt­ing­ar,1,,,,,
„Við erum mjög spennt fyr­ir þessu“,2,,,,,
Vilja hætta krísu­viðbragðinu,1,,,,,
Ísland með miklu sterk­ara lið,2,,,,,
Vara við al­var­legri svika­her­ferð á Íslandi,0,,,,,
Miðverðir Íslands sáu um Norður-Írland,1,,,,,
Vopn sem við höf­um og not­um,1,,,,,
„Mik­il­vægt að velja vel hverj­ir tækju þátt í orgí­unni“,1,,,,,
Treysta á hafn­ir Íslands,2,,,,,
Íslenska krón­an ekki hindr­un,1,,,,,
Snorri vakn­ar ekki á morgn­ana og vel­ur „þenn­an of­beld­is­fulla lífs­stíl“,0,,,,,
Moskítóflug­ur finn­ast á Íslandi,1,,,,,
Gesta­gang­ur frá morgni til kvölds,1,,,,,
Íslensk­ir lækna­nem­ar fagna norskri breyt­ingu,1,,,,,
Ung­menni áhyggju­full vegna aðgerðal­eys­is ráðherra,0,,,,,
Bubbi: „Ég segi bara nei!“,0,,,,,
Lára um landsliðið: „Gæti ekki verið meira sama“,1,,,,,
Ísland vann brons á HM,2,,,,,
Vík­ing­ur hlýt­ur verðlaun Norður­landaráðs,1,,,,,
Fá 160 millj­ón­ir fyr­ir heim­il­is­laus­ar kon­ur,2,,,,,
Lík­ur á að 3.000 skips­flök séu við landið,1,,,,,
All­ar lík­ur á að moskítóflug­ur séu komn­ar til að vera,1,,,,,
Prófa fram­leiðsluna á næsta ári,1,,,,,
Annað al­var­lega slasað eft­ir bíl­veltu,0,,,,,
"Vilja sam­eina Farice, Neyðarlín­una og Örygg­is­fjar­skipti",1,,,,,
Jap­anska járn­frú­in tek­in við völd­um,1,,,,,
Þakka Vig­dísi fyr­ir fram­lag henn­ar,2,,,,,
Norsk­ur miðill fjall­ar um veik­indi Árna,0,,,,,
„Alltaf þegar ég átti frí flaug ég úr landi“,1,,,,,
Sjald­gæft tæki­færi til stækk­un­ar,2,,,,,
Beint: Gervi­greind­arkapp­hlaupið og staða Íslands,1,,,,,
Seg­ir Hjálmtý rétt­læta af­tök­ur,1,,,,,
Fagnaði landsliðssæt­inu með góðum leik,2,,,,,
Flýta fram­kvæmd­um: Ísland verði í far­ar­broddi,1,,,,,
„Ekki hægt að segja að eitt­hvað skrítið hafi átt sér stað“,1,,,,,
Landsliðsþjálf­ar­inn hefði mátt nýta hóp­inn bet­ur,1,,,,,
Skipt­ar skoðanir um hunda- og katta­hald,1,,,,,
„Við vor­um til­bú­in að prófa eitt­hvað nýtt“,1,,,,,
„Veg­ferð rík­is­stjórn­ar­inn­ar er póli­tískt óá­byrg“,0,,,,,
Hitt­ust í tök­um og giftu sig,1,,,,,
Ver­um ekki með vísi­fing­ur­inn á lofti,0,,,,,
Nán­ara ESB-sam­starf í for­gang,1,,,,,
Líkti ís­lenska landsliðinu við Har­lem Globetrotters,1,,,,,
Sex­tán manna hóp­ur Íslands klár,2,,,,,
Grát­legt tap í Portúgal,0,,,,,
Grunn­ur lagður að auknu sam­starfi við Þjóðverja,2,,,,,
Árni Gaut­ur opn­ar sig um krefj­andi veik­indi,1,,,,,
"„Ef eitt finn­ur blóðlykt, þá koma hin fljótt“",1,,,,,
Ísland tapaði fyr­ir Fær­eyj­um,0,,,,,
Eng­inn að van­meta Fær­eyj­ar í dag,2,,,,,
Þétt­um hóp­inn og kom­um sterk­ari til baka,1,,,,,
Bret­land mæt­ir ekki Lit­há­en – óvíst með Ísland,1,,,,,
Regína lenti í tísku­slysi á sviði: „Hrika­lega óþægi­leg til­finn­ing.“,0,,,,,
Helm­ings­lík­ur á að við spil­um við Breta,1,,,,,
„Held ég hafi góða fjar­veru“,2,,,,,
„Þetta er nokkuð sem við verðum að laga“,1,,,,,
Spurði hvort ráðherra ætli að kæfa fyr­ir­tækið,1,,,,,
Beint: Staða og þróun al­manna­varna­mála á Íslandi,1,,,,,
Ísland mæt­ir Græn­landi í kvöld,1,,,,,
Miðasal­an hófst í dag,1,,,,,
Von­andi eng­inn ís­lensk­ur her á minni lífstíð,1,,,,,
Sér­kenni­legt sam­tal fyr­ir herlausa þjóð,0,,,,,
Arth­ur og Örn láta af störf­um,1,,,,,
Þriðja og harðasta þorska­stríðið,0,,,,,
„Ýmsir íhlut­ir sem hægt er að nota sem vopn“,1,,,,,
Hár­prýði Ein­ars til vand­ræða: „Ætluðu ekki að hleypa mér inn í landið“,0,,,,,
„Sá sem ekki lif­ir í skáld­skap lif­ir ekki af hér á jörðinni“,1,,,,,
Arftaki Arons Ein­ars loks­ins fund­inn?,1,,,,,
Styrm­ir Hafliðason nýr fram­kvæmda­stjóri Ver­ne á Íslandi,1,,,,,
Verðum að vera til­bú­in í allt,1,,,,,
Kald­sjáv­ar­kór­all­ar í fyrsta sinn á vál­ista,1,,,,,
Kín­verj­ar hafa mik­inn áhuga á Íslandi,1,,,,,
Eru þetta bestu staðirn­ir á Íslandi fyr­ir brúðkaups­mynda­tök­ur?,1,,,,,
Lýs­ir reynslu heill­ar þjóðar,1,,,,,
Inn­hólfin fyllt­ust af öskr­andi nem­end­um,0,,,,,
Alltaf skemmti­legt að spila við Fær­eyj­ar,2,,,,,
„Von­andi að þeim líði vel“,2,,,,,
Hvirfil­byl­ur vakti at­hygli í Mexí­kó,1,,,,,
Erfitt fyr­ir mömmu­hjartað að fara frá hon­um,0,,,,,
Sex­tán manna hóp­ur Íslands klár,2,,,,,
Arn­ar grínaðist: „Þau voru bæði Gulla að kenna!“,0,,,,,
Simmi Vill deil­ir lífs­lex­íu sinni,1,,,,,
IceGuys á kross­göt­um,1,,,,,
Fyrsti Íslend­ing­ur á svið eft­ir storm­inn 2016,1,,,,,
Ein bestu úr­slit­in í sögu Íslands,2,,,,,
Það bú­ast all­ir við tapi frá okk­ur,0,,,,,
„Get­um við breytt DNA-inu okk­ar aðeins?“,1,,,,,
Tveir úr­slita­leik­ir fram und­an,1,,,,,
Tók­um það inn í þenn­an leik,1,,,,,
Það fyrsta sem þú þarft að gera er að trúa,1,,,,,
Baulað á ísra­elska dóm­ara: „Áhorf­end­ur gera það sem þeir vilja“,0,,,,,
Simmi Vill deil­ir lífs­lex­íu sinni,1,,,,,
Frakk­ar ósátt­ir: 45 mín­út­ur af hel­víti,0,,,,,
Rúm­ur helm­ing­ur lands­manna styður olíu­leit,1,,,,,
Létta þarf fram­kvæmd­ina,1,,,,,
Best í 22. um­ferðinni - lið um­ferðar­inn­ar,2,,,,,
IceGuys á kross­göt­um,1,,,,,
Stig sem gef­ur góða mögu­leika - þrír fengu tvö M,2,,,,,
Virðast hafa Ísland á heil­an­um,1,,,,,
Fyrsti Íslend­ing­ur á svið eft­ir storm­inn 2016,1,,,,,
Styrm­ir Hafliðason nýr fram­kvæmda­stjóri Ver­ne á Íslandi,1,,,,,
Mbappé er lyk­ilmaður hjá okk­ur,2,,,,,
Sak­ar ut­an­rík­is­ráðherra um valdníðslu,0,,,,,
Besti leik­ur Íslands með bolt­ann,2,,,,,
Aðal­atriðið að halda okk­ur inni í keppn­inni,1,,,,,
„Við þurf­um að trúa“,1,,,,,
Klapp­ir og EFLA í sam­starf,1,,,,,
Nýtt mynd­skeið sýn­ir at­vikið í Reyn­is­fjöru bet­ur,2,,,,,
Pét­ur Jó­hann fann lyk­il­inn að betra formi,1,,,,,
Síðasti októ­ber­g­lugg­inn í bili,1,,,,,
Fransk­ur stór­sig­ur í riðli Íslands,1,,,,,
Langt síðan mennt­skæl­ing­ar gleymdu Jónasi,1,,,,,
Frækið jafn­tefli Íslands gegn Frakklandi,1,,,,,
Úkraína vann í riðli Íslands,1,,,,,
Jafn­tefli á móti Frökk­um geðveik úr­slit,1,,,,,
Stefn­um á úr­slita­leik á móti Úkraínu,1,,,,,
Hel­víti stressaður á bekkn­um,0,,,,,
Arn­ar grínaðist: „Þau voru bæði Gulla að kenna!“,0,,,,,
Kom­um til baka en klúðruðum því aft­ur,0,,,,,
Vantaði ákveðna yf­ir­veg­un og ró,0,,,,,
Þeir refsa okk­ur illa,0,,,,,
Ekki tekið þátt í jafn skrítn­um leik lengi,1,,,,,
Mjög skrít­inn fót­bolta­leik­ur,1,,,,,
200 mílna lög­saga í 50 ár,1,,,,,
67% vilja að Ísland hætti við ef Ísra­el tek­ur þátt,1,,,,,
Er ís­lenskt sam­fé­lag barn­vænt?,1,,,,,
„Hef áhyggj­ur af mér sjálfri því ég les svo lítið“,0,,,,,
Hvar lærðir þú um fjár­mál? En börn­in þín?,1,,,,,
Litl­ar sem eng­ar um­bæt­ur átt sér stað,0,,,,,
„Til­vera þín er í sjálfu sér póli­tísk yf­ir­lýs­ing“,1,,,,,
Eyfi vaknaði við vít­isk­val­ir: „Ég hef bara aldrei lent í öðru eins á æv­inni“,0,,,,,
Eyj­ar og sker áfram eign Reykja­vík­ur,1,,,,,
Hef­ur leikið golf í yfir 50 lönd­um,1,,,,,
Dulúð og draum­kennd stemn­ing,1,,,,,
Ver hundruð millj­óna króna fram­lög rík­is­ins,1,,,,,
„Menn eru klár­ir í þetta“,2,,,,,
TikT­ok: „Hvar er besta að baða sig?“,1,,,,,
„Þurf­um að vera mjög ein­beitt­ir“,1,,,,,
Auðmjúk­ir gagn­vart þjóðinni,2,,,,,
Græn orka geng­ur á fiski­mið,1,,,,,
Auðmjúk­ir gagn­vart þjóðinni,2,,,,,
„Skil ekki hvernig þeir meðtaka all­ar þess­ar upp­lýs­ing­ar“,0,,,,,
Hefði verið hægt að stöðva stríðið fyrr,1,,,,,
Verst að heyra öskrin,0,,,,,
Græn orka geng­ur á fiski­mið,1,,,,,
Fólkið að koma til að sjá okk­ur,1,,,,,
Stefn­an glæp­ur gegn mann­kyn­inu,0,,,,,
Þjálf­ar­inn ósam­mála blaðamanni um Ísland,0,,,,,
Laus­ir miðar á leik kvölds­ins,1,,,,,
„Mun­um leggja allt í söl­urn­ar“,2,,,,,
Þetta voru aulamis­tök,0,,,,,
Vill rann­sókn á af­drif­um barna eft­ir vist­un,1,,,,,
Ísland fékk „sann­ar­lega und­anþágur“,1,,,,,
Of­fram­leiðsla úti um all­an heim,0,,,,,
Seg­ist ætla af stað með eina vél í júní,1,,,,,
Þjóðin á bak við okk­ur,2,,,,,
Björk biður stjórn­völd að bregðast við,1,,,,,
Mynd­ir: Mót­mæl­end­ur fóru inn í ráðuneytið,1,,,,,
Dóm­arap­arið fer á fjórða Evr­ópu­mótið í röð,1,,,,,
„Hljóm­ar eins og miðlífs­krísu aðhalds­kerfi“,1,,,,,
Matti Matt: „Ekk­ert búið að breyt­ast“,0,,,,,
Kalt fyr­ir hroka­fulla Frakka,0,,,,,
Sögu­leg­ur dag­ur sem gefi von um frið,2,,,,,
Finnska sendi­ráðið aðstoðar Möggu Stínu,1,,,,,
Óveður­ský yfir ís­lenskri ferðaþjón­ustu,0,,,,,
Um ekk­ert að semja í aðild­ar­viðræðum,0,,,,,
Ástæða til að skoða stöðu rík­is­ins á póst­markaði,1,,,,,
Í betra leik­formi en í síðasta verk­efni,2,,,,,
Jón Gn­arr: „Fólk var frek­ar þurrt á mann­inn“,0,,,,,
Framtíðin er meira en fjög­ur ár,1,,,,,
Leikmaður Par­ís SG ekki með gegn Íslandi,1,,,,,
Fyrsta skarlats­rækj­an í tvo ára­tugi,1,,,,,
Kenn­ara­mennt­un und­ir­býr nema verr en áður,0,,,,,
Vilja að Mbappé verði hvíld­ur gegn Íslandi,1,,,,,
Ísland virðist sér á báti meðal Norður­land­anna,1,,,,,
Krefst lífstíðardóms yfir Íslend­ingn­um,1,,,,,
Þjóðarör­ygg­is­ráð fundaði um óæski­lega dróna,0,,,,,
SUS vill stöðva af­greiðslu hæl­is­um­sókna,1,,,,,
Áfall fyr­ir and­stæðinga Íslands,0,,,,,
Upp­spretta nýrra verka,1,,,,,
Nor­rænu rík­in taka öll þátt nema Ísland,0,,,,,
Því­líkt stolt­ur að sjá pabba á vell­in­um,2,,,,,
Leigu­sal­ar þegar haft sam­band við Icelanda­ir,1,,,,,
Ákall frá fjöl­skyldu Möggu Stínu sem var hand­tek­in,1,,,,,
Stórtíðindi í íþrótt­um þroska­hamlaðra,1,,,,,
"Munu slá sér á brjóst og segja „þetta tókst""",0,,,,,
Ekki fjár­magna enda­lok mann­kyns,1,,,,,
Arctic Fish sam­einaði fjöl­skyld­una fyr­ir vest­an,1,,,,,
Spill­ing­in geti teygt sig í kosn­ing­ar,0,,,,,
„Matar­ævin­týri á TIDES – ferð um ís­lenska nátt­úru á diskn­um“,1,,,,,
Ísland gæti orðið þriðji stærsti laxa­fram­leiðand­inn,1,,,,,
Stjörn­urn­ar ekki með gegn Íslandi?,1,,,,,
Best ef áunn­in og greidd vinna sam­an,1,,,,,
„Flest ríki eru bara með her“,1,,,,,
Sam­vinna sem leiðir af sér sjálf­bærni,1,,,,,
Meira íþyngj­andi fyr­ir Ísland en aðrar eyj­ar,0,,,,,
In­sta­gram: „Besta partý í lang­an tíma“,2,,,,,
Átti að standa skil á rúm­um millj­arði næsta dag,1,,,,,
Okk­ar borg – Þvert á flokka býður fram,1,,,,,
Enska ráðandi eft­ir nokkra ára­tugi að óbreyttu,1,,,,,
Úramarkaður­inn: Ind­land sæk­ir á meðan Kína gef­ur eft­ir,1,,,,,
Bjóða nú betri grein­ingu fyr­ir fisk­eldi,1,,,,,
„At­laga að ís­lensk­um mjólk­uriðnaði“,0,,,,,
„Von­ar­neisti fyr­ir kon­ur og stúlk­ur“,2,,,,,
„Þarf að gæta þess að gera mig ekki van­hæf­an“,1,,,,,
Aðilar at­vinnu­lífs­ins í góðum gír,2,,,,,
Stutt í leik við Ísland og stjörn­unn­ar æfðu ekki,0,,,,,
Fjór­ir nýliðar í U21-árs hópn­um,1,,,,,
Í úr­slit á sterku brids­móti,1,,,,,
K100 snýr við blaðinu,1,,,,,
„Þetta þarf ekki að vera svona leiðin­legt“,1,,,,,
Áfeng­is­skatt­ar á Íslandi lang­hæst­ir,1,,,,,
Lag­ar­foss hef­ur yf­ir­gefið landið,0,,,,,
Þjóðarör­ygg­is­ráð kallað til fund­ar í dag,1,,,,,
Mennta framtíð fisk­eld­is­geir­ans á Íslandi,1,,,,,
Beint: Er gervi­greind­in al­vöru tæki­færi fyr­ir Ísland?,1,,,,,
Ísra­el­ar stöðva hjálp­ar­gagna­sigl­ingu,1,,,,,
Vélfag skor­ar á ut­an­rík­is­ráðherra,0,,,,,
Áköf mót­mæli í miðbæn­um,0,,,,,
Það er nóg að gera neðan­sjáv­ar,1,,,,,
„Eitt­hvað sem ger­ist hjá karl­mönn­um þegar þeir verða fer­tug­ir“,1,,,,,
Upp­selt á báða leiki Íslands,2,,,,,
Tvær breyt­ing­ar á landsliðshópn­um,1,,,,,
Þetta viltu ekki heyra þegar þú ert að skilja,0,,,,,
Ung­frú Ísland með þeim yngstu: „Á svipuðum aldri og for­eldr­ar mín­ir“,1,,,,,
Tvær breyt­ing­ar á landsliðshópn­um,1,,,,,
Efna­hags­áhrif falls Play hverf­andi,1,,,,,
Sama mann­eskj­an tali við sjálfa sig í spegli,1,,,,,
Múlakaffi í nýrri farþegamiðstöð,1,,,,,
Arn­ar hrein­skil­inn í máli Jó­hanns Bergs,1,,,,,
Ekk­ert vot­lendi end­ur­heimt,0,,,,,
Arn­ar: Hvenær gerðist það síðast?,1,,,,,
Til­kynntu nýtt fram­lag Íslands,2,,,,,
Þetta viltu ekki heyra þegar þú ert að skilja,0,,,,,
Ung­frú Ísland með þeim yngstu: „Á svipuðum aldri og for­eldr­ar mín­ir“,1,,,,,
In­sta­gram: Ásdís Rán elsk­ar að vera á lausu,1,,,,,
Kaffi­deg­in­um verður fagnað með stæl,2,,,,,
Átta bestu í brans­an­um láta keflið ganga í Hörpu,1,,,,,
Veðmálasíður hafi áhrif á úr­slit í yngri flokk­um,1,,,,,
„Sprakk út“ á 20 mín­út­um – stór­stjörn­ur gefa vinnu sína í kvöld,1,,,,,
Íslend­ing­ar keyra frek­ar 200 metra í búðina,0,,,,,
Geng­ur laus eft­ir lík­ams­árás við Gull­foss,0,,,,,
„Ég er að læra að vera móðir fjög­urra barna í nýju landi“,1,,,,,
„Áhyggju­efni fyr­ir lít­il ríki eins og mitt eigið“,0,,,,,
„Mig langaði að láta lífið reyna meira á mig“,2,,,,,
Fór Ísland nokkuð á hliðina?,1,,,,,
Logi ákvað að ein­blína á smá­atriðin,1,,,,,
Kristrún ávarpaði þingið: „Fyr­ir­mynd­ir skipta máli“,1,,,,,
Þor­gerður: „Við þurf­um að vera viðbúin“,1,,,,,
Ótrú­legt hvað fólk er til í að leggja á sig án launa,2,,,,,
Glæsi­leg end­ur­koma ís­lensku strákanna,2,,,,,
Boðið upp á vændi á snyrti­stof­um á höfuðborg­ar­svæðinu,0,,,,,
Fjöl­menn­asta lið Íslands á HM,1,,,,,
Ísland „al­gjör­lega varn­ar­laust“ gagn­vart nýrri ógn,0,,,,,
Genís í sókn á er­lend­um markaði,1,,,,,
Ráðherra virðist átta sig á að nota fagaðila,1,,,,,
Sníkti tyggjó af alþing­is­manni og opnaði bíl­h­urð á ferð og,0,,,,,
Frá­bær karakt­er hjá ís­lensku drengj­un­um,2,,,,,
SKE vill geta sótt gögn á heim­ili stjórn­enda,1,,,,,
Eng­in köld svæði á Íslandi,1,,,,,
Gerði við bíla und­ir vök­ulu auga Danakóngs,1,,,,,
Notk­un á reiðufé mögu­lega tak­mörkuð,1,,,,,
Ekki aðeins for­sæt­is­ráðherra held­ur einnig móðir,2,,,,,
Mik­il­vægt að efla ör­yggi á Kefla­vík­ur­flug­velli,1,,,,,
Friðrik Dana­kon­ung­ur fylgd­ist með kaffi­hæfi­leik­um Daní­els á Eurosk­ills,1,,,,,
Legg­ur til að flytja fanga úr landi,1,,,,,
„Stund­um finnst mér smá eins og borg­in sé lif­andi til­rauna­stofa“,1,,,,,
„Að við höf­um valdið von­brigðum eru mjög stór orð“,0,,,,,
Með þetta nafn varð ég að bjarga fólki!,1,,,,,
Tyrk­irn­ir spennt­ir fyr­ir tón­list­inni hans Loga,2,,,,,
Meg­um ekki sitja eft­ir í gervi­greind­arkapp­hlaup­inu,2,,,,,
Svip­mynd brugðið upp af skóla­kerf­inu,1,,,,,
Syrg­ir son sinn: Stofn­an­ir og kerfi hjálpa ekk­ert,0,,,,,
Erfitt að segja Sádum og Norðmönn­um að hætta að dæla,1,,,,,
Patryk frá Póllandi nú í bæj­ar­stjórn,1,,,,,
Seg­ir Viðreisn af­hjúpa sig,1,,,,,
„Held að ég muni alltaf daðra eitt­hvað við tón­list­ina“,1,,,,,
Heit­ir nor­rænu kynja­hlut­falli í Jap­an,1,,,,,
"Sam­tímamaður okk­ar, Snorri Sturlu­son",1,,,,,
„Tók mig hálfa öld að ná hundraðkalli“,1,,,,,
Kveður þú sum­arið á ein­um fal­leg­asta stað lands­ins?,2,,,,,
Þor­gerður elt­ist ekki við orð Hjart­ar,0,,,,,
